ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,dataset_ID,author,url,typedby,checkedby,notes,Subfamily,Dialect,Source,Chinese_name,Population,SubGroup,time_frame,Type,Coverage,Date,Transcriber,Region,Culture,Description,Orthography,Comment
31000,Paiwan,paiw1248,,pwn,Papunesia,22.3271,120.806,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
31100,"Paiwan (Makazayazaya)",paiw1248,,pwn,Papunesia,22.3271,120.806,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
31300,Puyuma,puyu1239,,pyu,Papunesia,22.643,120.996,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
31600,"Puyuma (Rikavong)",puyu1239,,pyu,Papunesia,22.643,120.996,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
31900,Rukai,ruka1240,,dru,Papunesia,22.7738,120.844,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
32000,"Rukai (Maga)",ruka1240,,dru,Papunesia,22.7738,120.844,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
32300,"Rukai (Tona)",ruka1240,,dru,Papunesia,22.7738,120.844,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
32500,Kanakanabu,kana1286,,xnb,Papunesia,23.3235,120.887,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
32600,Saaroa,saar1237,,sxr,Papunesia,23.2632,120.711,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
32700,Tsou,tsou1248,,tsu,Papunesia,23.216,120.787,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
33000,Favorlang,babu1240,,bzg,Papunesia,24.0017,120.585,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
33200,Thao,thao1240,,ssf,Papunesia,23.8333,120.93,Austronesian,diacl,,,,,,,,,,,,,,,,,,,,,
33500,"Basque (West)",,,baq,,42.85901,-2.681615,,diacl,,,,,,,,,,,,,,,,,,,,,
33900,"Kuikúro-Kalapálo",kuik1246,,kui,"South America",-12.3035,-53.2261,Cariban,diacl,,,,,,,,,,,,,,,,,,,,,
33950,Cayubaba,cayu1262,,cyb,"South America",-13.2482,-65.4822,Cayubaba,diacl,,,,,,,,,,,,,,,,,,,,,
34400,"Oro Eo",orow1243,,orw,"South America",-10.737,-64.0299,Chapacuran,diacl,,,,,,,,,,,,,,,,,,,,,
34500,"Oro Mon",orow1243,,orw,"South America",-10.737,-64.0299,Chapacuran,diacl,,,,,,,,,,,,,,,,,,,,,
34600,"Oro Nao",orow1243,,orw,"South America",-10.737,-64.0299,Chapacuran,diacl,,,,,,,,,,,,,,,,,,,,,
34700,"Oro Waram",orow1243,,orw,"South America",-10.737,-64.0299,Chapacuran,diacl,,,,,,,,,,,,,,,,,,,,,
34800,"Oro Waram Xijem",orow1243,,orw,"South America",-10.737,-64.0299,Chapacuran,diacl,,,,,,,,,,,,,,,,,,,,,
34900,"Oro Win",orow1243,,orw,"South America",-10.737,-64.0299,Chapacuran,diacl,,,,,,,,,,,,,,,,,,,,,
34950,"Wari'",wari1268,,pav,"South America",-10.69948,-64.56152,Chapacuran,diacl,,,,,,,,,,,,,,,,,,,,,
35000,Conjubim,kuyu1236,,,"South America",-11.75,-64.0,Chapacuran,diacl,,,,,,,,,,,,,,,,,,,,,
35075,Chiquitano,chiq1248,,cax,"South America",-17.6354,-59.9172,Chiquitano,diacl,,,,,,,,,,,,,,,,,,,,,
35100,Proto-Indo-European,indo1319,,,,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
35200,Proto-Albanian,,,,,41.692936,19.708944,,diacl,,,,,,,,,,,,,,,,,,,,,
35300,"Albanian (Tosk)",tosk1239,,als,Eurasia,41.0,20.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
35500,Hittite,hitt1242,,hit,Eurasia,40.0,35.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
35600,Luwian,cune1239,,xlu,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
35700,Lycian,lyci1241,,xlc,Eurasia,36.517,29.764,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
35800,Lydian,lydi1241,,xld,Eurasia,40.287,28.599,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
35900,Proto-Armenian,,,,,40.287906,45.379026,,diacl,,,,,,,,,,,,,,,,,,,,,
36000,"Classical Armenian",clas1249,,xcl,Eurasia,38.592316,41.346422,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
36100,"Modern Armenian",nucl1235,,arm,Eurasia,40.0,45.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
36200,Proto-Balto-Slavic,,,,,54.23095,23.122101,,diacl,,,,,,,,,,,,,,,,,,,,,
36500,Latvian,latv1249,,lav,Eurasia,56.826108,24.309118,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
36600,Lithuanian,lith1251,,lit,Eurasia,55.1429,23.9601,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
36625,"Old Prussian",prus1238,,prg,Eurasia,52.394,14.757,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
36700,Proto-Slavic,,,,,51.027576,24.298095,,diacl,,,,,,,,,,,,,,,,,,,,,
36900,"Old Russian",oldr1238,,orv,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
37000,Russian,russ1263,,rus,Eurasia,59.0,50.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
37100,Ukrainian,ukra1253,,ukr,Eurasia,48.175842,24.395786,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
37300,Bulgarian,bulg1262,,bul,Eurasia,43.3646,25.047,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
37400,Croatian,croa1245,,hrv,Eurasia,45.2006,16.826,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
37500,Serbian,serb1264,,srp,Eurasia,44.3238,21.9192,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
37525,Serbo-Croatian,,,,,45.301327,17.992661,,diacl,,,,,,,,,,,,,,,,,,,,,
37550,Slovene,slov1268,,slv,Eurasia,46.2543,14.7766,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
37700,Czech,czec1258,,cze,Eurasia,49.873398,15.10437,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
37800,"Old Church Slavonic",chur1257,,chu,Eurasia,43.7171,22.8442,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
37900,Polish,poli1260,,pol,Eurasia,51.8439,18.6255,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
38000,Proto-Celtic,,,,,46.815099,8.697509,,diacl,,,,,,,,,,,,,,,,,,,,,
38200,Breton,bret1244,,bre,Eurasia,48.2452,-3.78934,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
38300,Cornish,corn1251,,cor,Eurasia,50.5233,-4.18619,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
38400,"Middle Breton",midd1359,,xbm,,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
38600,"Middle Welsh",,,wlm,,52.240359,-3.380017,,diacl,,,,,,,,,,,,,,,,,,,,,
38700,"Old Breton",oldb1248,,obt,,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
38800,"Old Cornish",oldc1252,,oco,,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
38900,"Old Welsh",oldw1239,,owl,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
39000,Welsh,wels1247,,wel,Eurasia,52.0,-4.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
39150,Celtiberian,celt1247,,xce,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
39200,Gaulish,tran1282,,xtg,Eurasia,43.97,3.3,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
39400,Irish,iris1253,,gle,Eurasia,53.2186,-7.61509,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
39500,Manx,manx1243,,glv,Eurasia,54.2604,-4.45437,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
39600,"Middle Irish",,,mga,,52.658918,-8.634407,,diacl,,,,,,,,,,,,,,,,,,,,,
39700,"Old Irish",oldi1245,,sga,Eurasia,53.0,-8.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
39800,"Scottish Gaelic",scot1245,,gla,Eurasia,56.7574,-5.24366,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
39900,Proto-Germanic,,,,,53.317749,9.927978,,diacl,,,,,,,,,,,,,,,,,,,,,
40100,Gothic,goth1244,,got,Eurasia,46.9304,29.9786,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
40300,Danish,dani1285,,dan,Eurasia,54.8655,9.36284,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
40400,Elfdalian,elfd1234,,ovd,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
40500,Faroese,faro1244,,fao,Eurasia,62.0732,-6.88497,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
40600,Icelandic,icel1247,,ice,Eurasia,63.4837,-19.0212,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
40700,Norwegian,norw1258,,nor,Eurasia,59.92,10.71,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
40800,"Norwegian (Bokmål)",norw1259,,nob,Eurasia,61.112,8.886,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
40900,"Norwegian (Nynorsk)",norw1262,,nno,,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
40950,"Old Danish",,,,,55.679885,12.583182,,diacl,,,,,,,,,,,,,,,,,,,,,
41000,"Old Norse",oldn1244,,non,Eurasia,63.42,10.38,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
41100,"Old Swedish",olds1252,,,,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
41200,Swedish,swed1254,,swe,Eurasia,59.800634,17.389526,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
41400,Dutch,dutc1256,,nld,Eurasia,52.0,5.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
41500,English,stan1293,,eng,Eurasia,53.0,-1.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
41600,Frisian,west2354,,fry,Eurasia,53.143,5.86091,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
41700,German,stan1295,,ger,Eurasia,48.649,12.4676,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
41800,"Low German",nort2627,,nds,Eurasia,53.115373,12.391439,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
41900,"Middle Dutch",midd1321,,dum,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
42000,"Middle English",midd1317,,enm,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
42100,"Middle High German",midd1343,,gmh,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
42200,"Middle Low German",midd1318,,gml,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
42300,"Old Dutch",oldd1237,,odt,Eurasia,52.16,5.2,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
42400,"Old English",olde1238,,ang,Eurasia,51.06,-1.31,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
42500,"Old Frisian",oldf1241,,ofs,Eurasia,53.35,6.8,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
42600,"Old High German",oldh1241,,goh,Eurasia,52.0,10.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
42700,"Old Saxon",olds1250,,osx,Eurasia,52.37,9.72,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
42800,"Swiss German",swis1247,,gsw,Eurasia,47.0516,8.46419,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
42825,Yiddish,east2295,,ydd,Eurasia,51.75,19.42,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
43000,"Classical Greek",anci1242,,grc,Eurasia,39.8155,21.9129,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
43100,"Middle Greek",anci1242,,grc,Eurasia,39.8155,21.9129,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
43200,"Modern Greek",mode1248,,gre,Eurasia,42.3224,24.8699,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
43400,Proto-Indo-Aryan,,,,,29.322264,74.670604,,diacl,,,,,,,,,,,,,,,,,,,,,
43600,Prakrit,,,pra,,25.379098,84.727979,,diacl,,,,,,,,,,,,,,,,,,,,,
43700,Pali,pali1273,,pli,Eurasia,24.5271,82.251,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
43900,Sanskrit,sans1269,,san,Eurasia,20.0,77.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
43950,"Buddhist Hybrid Sanskrit",,,,,23.511415,76.28612,,diacl,,,,,,,,,,,,,,,,,,,,,
44100,Hindi,hind1269,,hin,Eurasia,25.0,77.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
44300,Kumauni,kuma1273,,kfy,Eurasia,29.5622,80.0171,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
44400,Marwari,marw1256,,mve,Eurasia,28.3242,71.5671,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
44500,"Old Awadhi",,,,,26.852508,80.955201,,diacl,,,,,,,,,,,,,,,,,,,,,
44600,Punjabi,panj1256,,pan,Eurasia,30.0368,75.6702,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
44900,"Romani (Arli)",balk1252,,rmn,Eurasia,42.67,21.17,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
45000,"Romani (Bugurdži)",,,,,42.118106,21.222651,,diacl,,,,,,,,,,,,,,,,,,,,,
45100,"Romani (Crimean)",,,,,43.590558,40.194456,,diacl,,,,,,,,,,,,,,,,,,,,,
45200,"Romani (Kosovo Arli)",balk1252,,rmn,Eurasia,42.67,21.17,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
45300,"Romani (Macedonian Arli)",balk1252,,rmn,Eurasia,42.67,21.17,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
45400,"Romani (Sepečides)",,,,,38.392804,27.131666,,diacl,,,,,,,,,,,,,,,,,,,,,
45500,"Romani (Sofia Erli)",balk1252,,rmn,Eurasia,42.67,21.17,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
45600,"Romani (Ursari)",ursa1238,,,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
45800,"Romani (East Slovak)",east2314,,,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
45900,"Romani (Gurvari)",,,,,47.040238,20.059279,,diacl,,,,,,,,,,,,,,,,,,,,,
46000,"Romani (Hungarian Vend)",,,,,46.233155,17.201586,,diacl,,,,,,,,,,,,,,,,,,,,,
46100,"Romani (Prekmurski)",,,,,46.129708,15.356687,,diacl,,,,,,,,,,,,,,,,,,,,,
46200,"Romani (Romungro)",carp1235,,rmc,Eurasia,48.1968,20.3129,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
46300,"Romani (Veršend)",,,,,46.346997,19.727951,,diacl,,,,,,,,,,,,,,,,,,,,,
46500,Angloromani,angl1239,,rme,"North America",39.0,-78.0,"Mixed Language",diacl,,,,,,,,,,,,,,,,,,,,,
46600,"Romani (Burgenland)",,,,,47.193164,16.377534,,diacl,,,,,,,,,,,,,,,,,,,,,
46700,"Romani (Kale)",kalo1256,,rmf,Eurasia,60.45,24.43,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
46800,"Romani (Latvian)",latv1250,,,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
46900,"Romani (Lithuanian)",lith1252,,,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
47000,"Romani (North Russian)",nort2655,,,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
47100,Scandoromani,tavr1235,,rmu,Eurasia,62.2313,14.4036,"Mixed Language",diacl,,,,,,,,,,,,,,,,,,,,,
47200,"Romani (Sinte)",sint1235,,rmo,Eurasia,47.5,16.5,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
47300,"Romani (Welsh)",wels1246,,rmw,Eurasia,52.1166,-3.7888,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
47500,"Romani (Banatiski Gurbet)",,,,,45.596361,20.263488,,diacl,,,,,,,,,,,,,,,,,,,,,
47600,"Romani (Dolenjski)",,,,,45.958089,14.037737,,diacl,,,,,,,,,,,,,,,,,,,,,
47700,"Romani (Gurbet)",,,,,43.781873,19.218989,,diacl,,,,,,,,,,,,,,,,,,,,,
47800,"Romani (Kelderash)",vlax1238,,rmy,Eurasia,46.8191,14.8451,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
47900,"Romani (Lovara)",vlax1238,,rmy,Eurasia,46.8191,14.8451,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
48000,"Romani (Macedonian Džambazi)",,,,,42.131525,21.717456,,diacl,,,,,,,,,,,,,,,,,,,,,
48100,"Romani (Sremski Gurbet)",,,,,45.59485,19.853655,,diacl,,,,,,,,,,,,,,,,,,,,,
48300,Assamese,assa1263,,asm,Eurasia,26.0876,91.2932,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
48400,Bengali,beng1280,,ben,Eurasia,24.0,90.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
48500,Maithili,mait1250,,mai,Eurasia,26.3817,86.2211,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
48600,Oriya,oriy1255,,ory,Eurasia,21.0,85.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
48800,Nepali,nepa1254,,npi,Eurasia,28.0,85.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
49000,Kashmiri,kash1277,,kas,Eurasia,34.166825,74.330455,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
49100,Khowar,khow1242,,khw,Eurasia,36.0,72.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
49200,Lahnda,,,lah,,30.050444,72.507162,,diacl,,,,,,,,,,,,,,,,,,,,,
49300,Sindhi,sind1272,,snd,Eurasia,26.0,69.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
49500,Maldivian,dhiv1236,,div,Eurasia,1.928498,73.54433,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
49600,Sinhalese,sinh1246,,sin,Eurasia,8.0,81.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
49800,Konkani,konk1267,,knn,Eurasia,19.2414,73.9166,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
49900,Marathi,mara1378,,mar,Eurasia,17.9344,76.6665,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
50000,"Old Marathi",oldm1244,,,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
50200,Gujarati,guja1252,,guj,Eurasia,22.687,71.0962,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
50300,"Old Gujarati",,,,,22.44456,72.139869,,diacl,,,,,,,,,,,,,,,,,,,,,
50500,Proto-Iranian,,,,,40.193507,42.063181,,diacl,,,,,,,,,,,,,,,,,,,,,
50700,Avestan,aves1237,,ave,Eurasia,31.541,53.633,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
50750,Khotanese,khot1251,,kho,Eurasia,38.33,79.04,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
50900,"Ossetian (Iron)",osse1243,,oss,Eurasia,42.98,44.61,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
51000,Pashto,nucl1276,,pus,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
51050,Shughni,shug1248,,sgh,Eurasia,37.5018,71.7925,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
51100,Sogdian,sogd1245,,sog,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
51150,Wakhi,wakh1245,,wbl,Eurasia,37.1768,73.9777,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
51200,Yagnobi,yagn1238,,yai,Eurasia,39.1486,69.2422,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
51400,Baluchi,,,bal,,26.27794,65.03622,,diacl,,,,,,,,,,,,,,,,,,,,,
51500,Gilaki,gila1241,,glk,Eurasia,37.1344,49.8359,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
51700,"Kurdish (Kurmanji)",nort2641,,kmr,Eurasia,37.0,43.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
51800,"Kurdish (Sorani)",cent1972,,ckb,Eurasia,35.6539,45.8077,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
51900,"Old Persian",oldp1254,,peo,Eurasia,32.0,54.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
52000,"Middle Persian",pahl1241,,pal,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
52050,Parachi,para1299,,prc,Eurasia,36.0432,70.8805,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
52100,Persian,,,per,,32.735314,55.748043,,diacl,,,,,,,,,,,,,,,,,,,,,
52200,Tajik,taji1245,,tgk,Eurasia,38.8213,68.5549,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
52300,Talysh,taly1247,,tly,Eurasia,38.4552,48.6349,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
52500,Ashkun,ashk1246,,ask,Eurasia,34.84277,70.37453,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
52600,Kati,kati1270,,bsh,Eurasia,35.4145,70.9826,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
52700,Prasun,pras1239,,prn,Eurasia,35.1731,70.8004,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
52800,Tregami,treg1243,,trm,Eurasia,34.7548,70.9617,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
52900,Waigali,waig1243,,wbk,Eurasia,35.0358,70.9761,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
53000,Proto-Italic,,,,,46.362093,14.542236,,diacl,,,,,,,,,,,,,,,,,,,,,
53200,Catalan,stan1289,,cat,Eurasia,41.453,1.569,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
53300,French,stan1290,,fre,Eurasia,48.0,2.0,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
53400,Friulian,friu1240,,fur,Eurasia,46.1473,13.0493,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
53500,Italian,ital1282,,ita,Eurasia,43.0464,12.6489,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
53600,Ladin,ladi1250,,lld,Eurasia,46.60651,11.89498,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
53650,"Late Latin",,,,,42.260942,12.560382,,diacl,,,,,,,,,,,,,,,,,,,,,
53700,Latin,lati1261,,lat,Eurasia,41.9026,12.4502,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
53800,"Middle French",midd1316,,frm,,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
53850,Occitan,occi1239,,oci,Eurasia,44.1415,6.82979,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
53900,"Old French",oldf1239,,fro,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
54000,"Old Italian",,,,,43.776281,11.249249,,diacl,,,,,,,,,,,,,,,,,,,,,
54050,"Old Portuguese",,,,,41.15818,-8.629141,,diacl,,,,,,,,,,,,,,,,,,,,,
54100,"Old Provençal",oldp1253,,pro,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
54200,"Old Spanish",olds1249,,osp,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
54300,Portuguese,port1283,,por,Eurasia,39.91,-8.1,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
54350,Proto-Gallo-Romance,,,,,47.033581,2.650625,,diacl,,,,,,,,,,,,,,,,,,,,,
54400,"Provençal",occi1239,,oci,Eurasia,44.1415,6.82979,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
54500,Romanian,roma1327,,rum,Eurasia,46.3913,24.2256,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
54600,Romansh,roma1326,,roh,Eurasia,46.5538,9.92812,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
54700,Sardinian,,,srd,,40.552627,8.791873,,diacl,,,,,,,,,,,,,,,,,,,,,
54800,Spanish,stan1288,,spa,Eurasia,40.4414,-1.11788,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
54850,"Vulgar Latin",,,,,42.561066,12.615314,,diacl,,,,,,,,,,,,,,,,,,,,,
54900,Walloon,wall1255,,wln,Eurasia,50.2235,5.14509,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
55100,Oscan,osca1245,,osc,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
55150,Umbrian,umbr1253,,xum,Eurasia,,,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
55300,Proto-Tocharian,,,,,41.101381,81.107941,,diacl,,,,,,,,,,,,,,,,,,,,,
55400,"Tocharian A",tokh1242,,xto,Eurasia,42.98,89.18,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
55500,"Tocharian B",tokh1243,,txb,Eurasia,41.65,82.9,Indo-European,diacl,,,,,,,,,,,,,,,,,,,,,
55550,Itonama,iton1250,,ito,"South America",-12.80431,-64.35748,Itonama,diacl,,,,,,,,,,,,,,,,,,,,,
55650,"Arikapú",arik1265,,ark,"South America",-12.4878,-62.7261,Nuclear-Macro-Je,diacl,,,,,,,,,,,,,,,,,,,,,
55700,"Jabutí",djeo1235,,jbt,"South America",-12.038,-64.6694,Nuclear-Macro-Je,diacl,,,,,,,,,,,,,,,,,,,,,
55900,"Proto-Southern Jê",,,,,-27.16847,-49.321967,,diacl,,,,,,,,,,,,,,,,,,,,,
56000,Xokleng,xokl1240,,xok,"South America",-26.9217,-49.5886,Nuclear-Macro-Je,diacl,,,,,,,,,,,,,,,,,,,,,
56500,Georgian,nucl1302,,geo,Eurasia,41.850397,43.78613,Kartvelian,diacl,,,,,,,,,,,,,,,,,,,,,
56550,"Old Georgian",oldg1234,,oge,Eurasia,,,Kartvelian,diacl,,,,,,,,,,,,,,,,,,,,,
56700,Svan,svan1243,,sva,Eurasia,42.9134,42.5915,Kartvelian,diacl,,,,,,,,,,,,,,,,,,,,,
56900,Laz,lazz1240,,lzz,Eurasia,41.5004,41.9096,Kartvelian,diacl,,,,,,,,,,,,,,,,,,,,,
57000,Megrelian,ming1252,,xmf,Eurasia,42.5129,41.8719,Kartvelian,diacl,,,,,,,,,,,,,,,,,,,,,
57050,Kwaza,kwaz1243,,xwa,"South America",-11.6667,-61.1833,Kwaza,diacl,,,,,,,,,,,,,,,,,,,,,
57055,Leko,leco1242,,lec,"South America",-15.0092,-67.8818,Leco,diacl,,,,,,,,,,,,,,,,,,,,,
57060,"Mosetén",mose1249,,cas,"South America",-14.64448,-67.83756,"Mosetén-Chimané",diacl,,,,,,,,,,,,,,,,,,,,,
57075,Movima,movi1243,,mzp,"South America",-13.8115,-65.6348,Movima,diacl,,,,,,,,,,,,,,,,,,,,,
