ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,dataset_ID,author,url,typedby,checkedby,notes,Subfamily,Dialect,Source,Chinese_name,Population,SubGroup,time_frame,Type,Coverage,Date,Transcriber,Region,Culture,Description,Orthography,Comment
northernnyangumarta,"Northern Nyangumarta",nort2754,"Northern Coastal Nyangumarta",,Australia,,,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
nyamal,Nyamal,nyam1271,Nyamal,,Australia,-21.6092,119.693,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
nyangumarta,Nyangumarta,nyan1301,Nyangumarta,,Australia,-20.6271,121.391,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
nyungar,Nyungar,nyun1247,Nyunga,,Australia,-33.1199,118.151,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
paakantyi,Paakantyi,darl1243,Paakantyi,,Australia,-32.7021,142.695,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
pakanh,Pakanh,paka1251,Pakanha,,Australia,-15.0908,142.74,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
pallanganmiddang,Pallanganmiddang,pall1243,Pallanganmiddang,,Australia,-35.03278179,149.3371079,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
panyjima,Panyjima,pany1241,Panytyima,,Australia,-22.7816,118.723,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
parnkala,Parnkala,bang1339,Banggarla,,Australia,-33.3036,136.079,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
payungu,Payungu,bayu1240,Bayungu,,Australia,-23.3809,114.108,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
piangil,Piangil,west2443,"Western Victoria",,Australia,-34.13829932,143.6694397,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
pintupiluritja,Pintupi-Luritja,pint1250,Pintupi-Luritja,,Australia,-23.2963,130.643,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
pirriya,Pirriya,pirr1240,Pirriya,,Australia,-25.48006595,142.5485119,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
pitjantjatjara,Pitjantjatjara,pitj1243,Pitjantjatjara,,Australia,-26.9704,131.357,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
pittapitta,Pitta-Pitta,pitt1247,"Pitta Pitta",,Australia,-22.7952,139.983,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
rirratjingu,Rirratjingu,rirr1238,Rirratjingu,,Australia,,,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
ritharrngu,Ritharrngu,rita1239,Ritarungo,,Australia,-13.4559,135.259,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
southernwalmajarri,"Southern Walmajarri",," ",,,,,,bowernpny,,,,,,,,,,,,,,,,,,,,,
thalanyji,Thalanyji,dhal1245,Dhalandji,,Australia,-22.196,114.937,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
tharrgari,Tharrgari,dhar1247,Dhargari,,Australia,-24.0601,114.847,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
umpila,Umpila,umpi1239,Umpila,,Australia,-13.1528,143.467,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wajarri,Wajarri,waja1257,Wajarri,,Australia,-28.1761,117.153,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wakaya,Wakaya,waga1260,Wagaya,,Australia,-20.329,137.623,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
walmajarribilliluna,WalmajarriBilliluna,," ",,,,,,bowernpny,,,,,,,,,,,,,,,,,,,,,
walmajarrihr,WalmajarriHR,," ",,,,,,bowernpny,,,,,,,,,,,,,,,,,,,,,
walmajarrinw,WalmajarriNW,," ",,,,,,bowernpny,,,,,,,,,,,,,,,,,,,,,
wangkangurru,Wangkangurru,wang1290,Wangganguru,,Australia,-25.8148,135.941,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wangkatja,Wangkatja,pint1251,Pintiini,,Australia,-29.806,127.632,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wangkayutyuru,Wangkayutyuru,wang1289,Wanggamala,,Australia,-24.7022,137.433,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wangkumara,Wangkumara,ngur1261,Ngura,,Australia,-29.2411,143.216,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wangkumaramcdwur,WangkumaraMcDWur,,,,,,,,bowernpny,,,,,,,,,,,,,,,,,,,,,
wardandi,Wardandi,ward1248,Wardandi,,Australia,,,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wargamay,Wargamay,warr1255,Warrgamay,,Australia,-18.5468,146.179,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
warlmanpa,Warlmanpa,warl1255,Warlmanpa,,Australia,-18.949,133.862,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
warlpiri,Warlpiri,warl1254,Warlpiri,,Australia,-20.1008,131.05,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
warluwarra,Warluwarra,warl1256,Warluwara,,Australia,-22.2909,138.738,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
warnman,Warnman,wanm1242,Wanman,,Australia,-22.7078,122.325,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
warriyangga,Warriyangga,wari1262,Wariyangga,,Australia,-24.353,116.927,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
warumungu,Warumungu,waru1265,Warumungu,,Australia,-20.6479,134.375,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
warungu,Warungu,waru1264,Warrungo,,Australia,-18.2496,144.37,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wathawurrung,Wathawurrung,wath1238,Wathawurrung,,Australia,-37.68777565,144.1013148,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wathiwathi,Wathiwathi,wadi1249,Wadiwadi,,Australia,,,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
watjuk,Watjuk,waju1234,Wajuk,,Australia,,,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
westernarrarnta,"Western Arrarnta",west2441,"Western Arrarnta",,Australia,-24.05052,133.24621,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wikmungkan,"Wik Mungkan",wikm1247,Wik-Mungkan,,Australia,-13.98051,141.81611,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wiradjuri,Wiradjuri,wira1262,Wiradhuri,,Australia,-34.0742,145.994,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wirangu,Wirangu,wira1265,Wirangu-Nauo,,Australia,-32.0,134.0,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
woiwurrung,Woiwurrung,woiw1237,Woiwurrung,,Australia,-37.64264501,145.5879962,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
wulguru,Wulguru,wulg1239,Wulguru,,Australia,-19.85103121,146.3453957,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yabulayabula,"Yabula Yabula",yabu1234,"Yabula Yabula",,Australia,,,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yagara,Yagara,yaga1262,Yagara,,Australia,,,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yalarnnga,Yalarnnga,yala1262,Yalarnnga,,Australia,-21.731,139.511,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yannhangu,Yan-nhangu,yann1237,Yan-nhangu,,Australia,-12.0853,134.877,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yandruwandha,Yandruwandha,yand1253,Yandruwandha,,Australia,-28.4744,140.583,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yanyuwa,Yanyuwa,yany1243,Yanyuwa,,Australia,-15.7621,136.055,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yarluyandi,Yarluyandi,yarl1238,Yarluyandi,,Australia,,,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yawarrawarrka,Yawarrawarrka,yawa1258,Yawarawarga,,Australia,-26.7334,140.871,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yidiny,Yidiny,yidi1250,"Yidiñ",,Australia,-17.1332,145.876,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yindjibarndi,Yindjibarndi,yind1247,Yindjibarndi,,Australia,-21.5379,117.001,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yindjilandji,Yindjilandji,yind1248,Yindjilandji,,Australia,-19.24252,137.5894,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yiningay,Yiningay,bidy1243,Bidyara,,Australia,-25.555,146.147,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yirandali,Yirandali,yira1239,Yirandhali,,Australia,-20.65810118,143.9625916,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yortayorta,"Yorta Yorta",yort1237,"Yorta Yorta",,Australia,-35.9,145.01,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yugambeh,Yugambeh,,,,,,,,bowernpny,,,,,,,,,,,,,,,,,,,,,
yulparija,Yulparija,yulp1238,Yulparitja,,Australia,,,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
yuwaalaraay,Yuwaalaraay,yuwa1242,Yuwaalaraay,,Australia,-29.758184,147.923684,Pama-Nyungan,bowernpny,,,,,,,,,,,,,,,,,,,,,
achagua,achagua,acha1250,,aca,"South America",4.38649,-72.2005,Arawakan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
awa,awa,awac1239,,kwi,"South America",1.21652,-78.3401,Barbacoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
baniva,baniva,bani1254,,bvv,"South America",5.26123,-67.5633,Arawakan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
barasana,barasana,bara1380,,bsn,"South America",0.02193,-70.808,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
bara,"bará",waim1255,,bao,"South America",0.30416,-70.1644,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
bari,"barí",bari1297,,mot,"South America",9.08497,-72.9353,Chibchan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
bora,bora,bora1263,,boa,"South America",-2.91467,-68.9093,Boran,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
cabiyari,"cabiyarí",cabi1241,,cbb,"South America",0.16101,-71.0622,Arawakan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
carapana,carapana,cara1272,,cbc,"South America",0.06168,-69.6465,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
carijona,carijona,cari1279,,cbd,"South America",1.21894,-72.0664,Cariban,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
catio,"catío",embe1260,,cto,"South America",7.52721,-76.7476,Chocoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
chapalaachi,"cha'palaachi",chac1249,,cbi,"South America",0.71489,-79.0508,Barbacoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
chimila,chimila,chim1309,,cbg,"South America",10.1902,-74.2559,Chibchan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
cubeo,cubeo,cube1242,,cub,"South America",1.32382,-70.1939,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
cuiba,cuiba,cuib1242,,cui,"South America",6.19829,-69.8197,Guahiboan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
curripaco,curripaco,curr1243,,kpc,"South America",0.69618,-67.5028,Arawakan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
desano,desano,desa1247,,des,"South America",0.58157,-69.4955,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
dimina,"dí̵mi̵na",mala1522,,mbp,"South America",10.9286,-73.4056,Chibchan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
emberadarien,"embera Darién",nort2972,,emp,"South America",7.12761,-77.574,Chocoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
emberatado,"embera Tadó",embe1261,,tdc,"South America",5.23658,-77.1533,Chocoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
emberachami,"embera chamí",embe1262,,cmi,"South America",4.8791,-76.0749,Chocoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
epenasaija,"epena Saija",epen1239,,sja,"South America",4.25877,-77.3566,Chocoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
epenabasurudo,"epena basurudó",epen1239,,sja,"South America",4.25877,-77.3566,Chocoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
giacone,giacone,tari1256,,tae,"South America",0.440205,-68.9042,Arawakan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
guahibo,guahibo,guah1255,,guh,"South America",5.81736,-68.9839,Guahiboan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
guambiano,guambiano,guam1248,,gum,"South America",2.55849,-76.582,Barbacoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
guayabero,guayabero,guay1257,,guo,"South America",2.8969,-71.844,Guahiboan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
ika,ika,arhu1242,,arh,"South America",10.7018,-73.6363,Chibchan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
inga,inga,inga1252,,inb,"South America",1.00313,-76.8606,Quechuan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
jitnu,jitnu,maca1259,,mbn,"South America",6.34582,-71.2671,Guahiboan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
jupda,jupda,hupd1244,,jup,"South America",0.58622,-69.8359,Nadahup,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
kakua,kakua,cacu1241,,cbv,"South America",0.88778,-69.5659,Kakua-Nukak,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
kamsa,"kamsá",cams1241,,kbh,"South America",1.14537,-76.8931,"Camsá",hubercolumbian,,,,,,,,,,,,,,,,,,,,,
kogui,kogui,cogu1240,,kog,"South America",10.9485,-73.8043,Chibchan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
koreguaje,koreguaje,kore1283,,coe,"South America",0.92316,-75.3475,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
macuna,macuna,macu1260,,myy,"South America",-0.14459,-70.0749,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
mirana,"miraña",bora1263,,boa,"South America",-2.91467,-68.9093,Boran,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
muinane,muinane,muin1242,,bmr,"South America",-0.8652,-72.4249,Boran,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
nukak,nukak,nuka1242,,mbr,"South America",2.65939,-71.4629,Kakua-Nukak,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
ocaina,ocaina,ocai1244,,oca,"South America",-2.159,-72.1422,Huitotoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
orejon,"orejón",orej1242,,ore,"South America",-2.86315,-72.4926,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
piapoco,piapoco,piap1246,,pio,"South America",4.37718,-68.5953,Arawakan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
piratapuyo,piratapuyo,pira1254,,pir,"South America",0.50714,-69.5032,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
playero,playero,play1240,,gob,"South America",6.90948,-71.0036,Guahiboan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
puinave,puinave,puin1248,,pui,"South America",3.92974,-67.6886,Puinave,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
paez,"páez",paez1247,,pbb,"South America",2.61516,-76.3125,"Páez",hubercolumbian,,,,,,,,,,,,,,,,,,,,,
resigaro,"resígaro",resi1247,,rgr,"South America",-2.48139,-71.3578,Arawakan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
secoya,secoya,seco1241,,sey,"South America",-0.459785,-75.5547,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
siona,siona,sion1247,,snn,"South America",0.31733,-76.0237,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
siriano,siriano,siri1274,,sri,"South America",0.436515,-70.184,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
saliba,"sáliba",sali1298,,slc,"South America",5.30115,-69.3843,Jodi-Saliban,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
tanimuca,tanimuca,tani1257,,tnc,"South America",-0.59023,-70.3853,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
tariano,tariano,tari1256,,tae,"South America",0.440205,-68.9042,Arawakan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
tatuyo,tatuyo,tatu1247,,tav,"South America",0.55582,-70.5327,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
totoro,"totoró",toto1306,,ttk,"South America",2.55149,-76.6379,Barbacoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
tsafiquipila,"tsafiqui pila",colo1256,,cof,"South America",-0.21181,-79.2347,Barbacoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
tucano,tucano,tuca1252,,tuo,"South America",0.579755,-69.5763,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
tunebocentral,"tunebo central",cent2150,,tuf,"South America",6.8867,-72.097,Chibchan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
tuyuca,tuyuca,tuyu1244,,tue,"South America",0.39441,-70.043515,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
waimaja,waimaja,waim1255,,bao,"South America",0.30416,-70.1644,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
wanano,wanano,guan1269,,gvc,"South America",1.07554,-69.5705,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
wayuu,wayuu,wayu1243,,guc,"South America",11.395566,-72.199791,Arawakan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
witotominica,"witoto mi̵ni̵ca",mini1256,,hto,"South America",-1.54535,-73.1107,Huitotoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
witotomurui,"witoto murui",muru1274,,huu,"South America",-1.13669,-73.8331,Huitotoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
witotonipode,"witoto ni̵pode",nupo1240,,hux,"South America",-2.34495,-70.9559,Huitotoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
wounaan,wounaan,woun1238,,noa,"South America",8.5,-78.0,Chocoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
yucuna,yucuna,yucu1253,,ycn,"South America",-0.76075,-71.0033,Arawakan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
yukpa,yukpa,yukp1241,,yup,"South America",9.67534,-73.0557,Cariban,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
yuruti,"yurutí",yuru1263,,yui,"South America",0.735585,-69.6955,Tucanoan,hubercolumbian,,,,,,,,,,,,,,,,,,,,,
325,"Khwarshi (Kwantlada dialect)",khva1239,,,Eurasia,42.2743,45.9977,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
319,Ossetic,osse1243,,,Eurasia,42.98,44.61,Indo-European,ids,,,,,,,,,,,,,,,,,,,,,
320,"Avar (Araderikh dialect)",avar1256,,,Eurasia,41.7047,46.558,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
321,"Avar (Khunzakh dialect)",kunz1243,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
322,"Avar (East Gergebil dialect)",avar1256,,,Eurasia,41.7047,46.558,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
323,"Avar (Ansalta dialect)",avar1256,,,Eurasia,41.7047,46.558,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
324,"Avar (Salatav dialect)",sala1265,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
61,Aghul,aghu1253,,,Eurasia,41.9242,47.5843,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
33,"Akhvakh (Northern dialect)",akhv1239,,,Eurasia,42.4003,46.3037,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
34,"Akhvakh (Southern dialect)",akhv1239,,,Eurasia,42.4003,46.3037,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
32,Andi,andi1255,,,Eurasia,42.8078,46.2919,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
62,"Archi (variety 1)",arch1244,,,Eurasia,42.3239,46.8267,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
107,Avar,avar1256,,,Eurasia,41.7047,46.558,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
28,"Avar (Andalal dialect)",anda1281,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
29,"Avar (Antsukh dialect)",ancu1238,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
26,"Avar (Batlukh dialect)",batl1238,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
27,"Avar (Hid dialect)",hidd1238,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
31,"Avar (Karakh dialect)",kara1473,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
81,"Avar (Kusur dialect)",avar1256,,,Eurasia,41.7047,46.558,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
30,"Avar (Zakataly dialect)",zaka1239,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
71,Azerbaijani,nort2697,,,Eurasia,40.9777,46.4737,Turkic,ids,,,,,,,,,,,,,,,,,,,,,
35,Bagvalal,bagv1239,,,Eurasia,42.3966,46.1041,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
37,Botlikh,botl1242,,,Eurasia,42.665,46.22,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
63,Budukh,budu1248,,,Eurasia,41.2272,48.3353,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
51,Chamalal,cham1309,,,Eurasia,42.5024,45.995,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
75,Chechen,chec1245,,,Eurasia,43.5,45.5,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
59,"Dargwa (Kubachi dialect)",kuba1248,,,Eurasia,42.08504,47.601843,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
57,Dargwa,darg1241,,,Eurasia,42.4257,47.4388,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
60,"Dargwa (Khajdak dialect)",kajt1238,,,Eurasia,42.052428,47.776611,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
58,"Dargwa (Itsari dialect)",itsa1239,,,,,,,ids,,,,,,,,,,,,,,,,,,,,,
126,"Erzya Mordvin",erzy1239,,,Eurasia,52.8548,45.3901,Uralic,ids,,,,,,,,,,,,,,,,,,,,,
127,Estonian,esto1258,,,Eurasia,58.55,25.82,Uralic,ids,,,,,,,,,,,,,,,,,,,,,
128,Finnish,finn1318,,,Eurasia,64.7628,25.5577,Uralic,ids,,,,,,,,,,,,,,,,,,,,,
38,Godoberi,ghod1238,,,Eurasia,42.7428,46.2252,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
42,Hinuq,hinu1240,,,Eurasia,42.4502,45.8064,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
131,Hungarian,hung1274,,,Eurasia,46.9068585714,19.6555271429,Uralic,ids,,,,,,,,,,,,,,,,,,,,,
52,Hunzib,hunz1247,,,Eurasia,42.0808,46.1369,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
39,Karata,kara1474,,,Eurasia,42.6501,46.3151,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
40,"Karata (Tokitin dialect)",toki1238,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
135,Khanty,khan1273,,,Eurasia,62.4308,66.1218,Uralic,ids,,,,,,,,,,,,,,,,,,,,,
69,Khinalug,khin1240,,,Eurasia,41.1801,48.0571,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
54,"Khwarshi (Inkhokvari dialect)",inxo1238,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
41,"Khwarshi (Khwarshi dialect)",xvar1237,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
139,Komi,komi1268,,,Eurasia,64.0527,54.946,Uralic,ids,,,,,,,,,,,,,,,,,,,,,
72,Kumyk,kumy1244,,,Eurasia,43.0,47.0,Turkic,ids,,,,,,,,,,,,,,,,,,,,,
56,Lak,lakk1252,,,Eurasia,42.1328,47.0809,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
143,"Northern Saami",nort2671,,,Eurasia,68.725,22.1113,Uralic,ids,,,,,,,,,,,,,,,,,,,,,
64,Lezgian,lezg1247,,,Eurasia,41.5157,47.8951,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
65,"Lezgi (Mikrakh dialect)",lezg1247,,,Eurasia,41.5157,47.8951,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
146,Mansi,mans1258,,,Eurasia,64.4118,61.344,Uralic,ids,,,,,,,,,,,,,,,,,,,,,
147,Mari,east2328,,,Eurasia,55.8307,48.405,Uralic,ids,,,,,,,,,,,,,,,,,,,,,
148,Nenets,nene1249,,,Eurasia,66.1775,71.0234,Uralic,ids,,,,,,,,,,,,,,,,,,,,,
73,Nogai,noga1249,,,Eurasia,43.5917,46.6618,Turkic,ids,,,,,,,,,,,,,,,,,,,,,
66,Rutul,rutu1240,,,Eurasia,41.6187,47.3244,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
151,Selkup,selk1253,,,Eurasia,59.9409,82.3004,Uralic,ids,,,,,,,,,,,,,,,,,,,,,
67,"Tabasaran (Northern dialect Khanag subdialect)",taba1259,,,Eurasia,42.0198,47.8379,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
68,"Tabasaran (Southern dialect)",sout2752,,,Eurasia,,,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
74,Judeo-Tat,jude1256,,,Eurasia,42.068306,48.264749,Indo-European,ids,,,,,,,,,,,,,,,,,,,,,
50,Tindi,tind1238,,,Eurasia,42.3316,45.9227,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
70,Tsakhur,tsak1249,,,Eurasia,41.5916,46.8858,Nakh-Daghestanian,ids,,,,,,,,,,,,,,,,,,,,,
