"","row","col","edge","index","group","group_label","type","Abkhaz-Adyge","Afro-Asiatic","Arawakan","Atlantic-Congo","Austroasiatic","Austronesian","Barbacoan","Boran","Cariban","Chibchan","Chocoan","Dogon","Dravidian","Guaicuruan","Hmong-Mien","Huitotoan","Indo-European","Mailuan","Matacoan","Mongolic","Nakh-Daghestanian","Nuclear Trans New Guinea","Nuclear-Macro-Je","Pama-Nyungan","Pano-Tacanan","Sino-Tibetan","Tai-Kadai","Timor-Alor-Pantar","Tucanoan","Tungusic","Tupian","Turkic","Uralic","West Bomberai"
"LOVE:SWEET","LOVE","SWEET",0.636690580284853,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"PITY:SWEET","PITY","SWEET",0.508048867704589,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"PROUD:SWEET","PROUD","SWEET",0.49591015537683,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:SWEET","REGRET","SWEET",0.492635658906992,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAD:SWEET","SAD","SWEET",0.489933215968579,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:SWEET","SHAME","SWEET",0.504131387268074,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"SURPRISED:SWEET","SURPRISED","SWEET",0.477649420270223,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:SWEET","WORRY","SWEET",0.474990366748825,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:SWEET","MERRY","SWEET",0.587551093644563,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:SWEET","DESIRE","SWEET",0.515237857109778,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:SWEET","GOOD","SWEET",0.768079984163864,4,"emotion_taste","Taste-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
"LIKE:SWEET","LIKE","SWEET",0.553148995406988,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"BAD:SWEET","BAD","SWEET",0.551809578590902,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"WANT:SWEET","WANT","SWEET",0.594689486091319,4,"emotion_taste","Taste-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"TASTY:SWEET","TASTY","SWEET",0.932829769602248,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0
"TASTE (SOMETHING):SWEET","TASTE (SOMETHING)","SWEET",0.675939024157131,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"ANGER:SALT","ANGER","SALT",0.644583468379425,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"ANXIETY:SALT","ANXIETY","SALT",0.544795629702317,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENVY:SALT","ENVY","SALT",0.505936268740022,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):SALT","FEAR (FRIGHT)","SALT",0.661360474793757,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"GLOOMY:SALT","GLOOMY","SALT",0.472439515080893,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRIEF:SALT","GRIEF","SALT",0.520942484988881,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"HAPPY:SALT","HAPPY","SALT",0.53913180070232,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"HATE:SALT","HATE","SALT",0.56574907813011,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"HOPE:SALT","HOPE","SALT",0.471623917252558,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"JOY:SALT","JOY","SALT",0.461319762656246,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOVE:SALT","LOVE","SALT",0.560731204423534,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"PITY:SALT","PITY","SALT",0.475693942444755,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROUD:SALT","PROUD","SALT",0.471061008688141,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:SALT","REGRET","SALT",0.486398203467402,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SAD:SALT","SAD","SALT",0.466920298136204,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:SALT","SHAME","SALT",0.504418502625776,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SURPRISED:SALT","SURPRISED","SALT",0.538516766869319,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WORRY:SALT","WORRY","SALT",0.500320021485349,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:SALT","MERRY","SALT",0.492262769033707,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:SALT","DESIRE","SALT",0.507824478759803,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:SALT","GOOD","SALT",0.666524607935076,4,"emotion_taste","Taste-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
"LIKE:SALT","LIKE","SALT",0.49590241187839,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"BAD:SALT","BAD","SALT",0.631520805231125,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
"WANT:SALT","WANT","SALT",0.556464024030179,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
"TASTY:SALT","TASTY","SALT",0.564784936963271,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTE (SOMETHING):SALT","TASTE (SOMETHING)","SALT",0.542024026260018,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"SWEET:SALT","SWEET","SALT",0.662316411963389,2,"taste","Taste","within",0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"ANGER:SALTY","ANGER","SALTY",0.587882473541929,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
"ANXIETY:SALTY","ANXIETY","SALTY",0.512441452283251,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"ENVY:SALTY","ENVY","SALTY",0.520227521082329,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):SALTY","FEAR (FRIGHT)","SALTY",0.528245264717335,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
"GLOOMY:SALTY","GLOOMY","SALTY",0.53642447900465,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:SALTY","GRIEF","SALTY",0.592447991501622,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"HAPPY:SALTY","HAPPY","SALTY",0.567585729040659,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"HATE:SALTY","HATE","SALTY",0.684140005091238,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"HOPE:SALTY","HOPE","SALTY",0.449077934348932,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"JOY:SALTY","JOY","SALTY",0.485238450507645,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE:SALTY","LOVE","SALTY",0.525025817449674,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
"PITY:SALTY","PITY","SALTY",0.471141070309812,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PROUD:SALTY","PROUD","SALTY",0.458419719210152,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"REGRET:SALTY","REGRET","SALTY",0.493197308642778,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAD:SALTY","SAD","SALTY",0.532555661630085,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:SALTY","SHAME","SALTY",0.48389425276608,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"SURPRISED:SALTY","SURPRISED","SALTY",0.494894695770131,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:SALTY","WORRY","SALTY",0.654008355871706,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:SALTY","MERRY","SALTY",0.520311632235428,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:SALTY","DESIRE","SALTY",0.458876131701179,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:SALTY","GOOD","SALTY",0.599546247506819,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
"LIKE:SALTY","LIKE","SALTY",0.482009678207738,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"BAD:SALTY","BAD","SALTY",0.578678355717838,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
"WANT:SALTY","WANT","SALTY",0.544933248560509,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTY:SALTY","TASTY","SALTY",0.666047007589591,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTE (SOMETHING):SALTY","TASTE (SOMETHING)","SALTY",0.552451463290345,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0
"SWEET:SALTY","SWEET","SALTY",0.784884322581899,2,"taste","Taste","within",0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"SALT:SALTY","SALT","SALTY",0.862454488893995,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
"ANGER:SOUR","ANGER","SOUR",0.561732924356924,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"ANXIETY:SOUR","ANXIETY","SOUR",0.502148337889392,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"ENVY:SOUR","ENVY","SOUR",0.486101943547137,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"FEAR (FRIGHT):SOUR","FEAR (FRIGHT)","SOUR",0.539201673402555,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0
"GLOOMY:SOUR","GLOOMY","SOUR",0.476673478128354,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:SOUR","GRIEF","SOUR",0.567644609748384,4,"emotion_taste","Taste-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"HAPPY:SOUR","HAPPY","SOUR",0.646054237544203,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"HATE:SOUR","HATE","SOUR",0.601171283045797,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"HOPE:SOUR","HOPE","SOUR",0.480516191809546,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"JOY:SOUR","JOY","SOUR",0.567873454031957,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE:SOUR","LOVE","SOUR",0.55148370775946,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"PITY:SOUR","PITY","SOUR",0.48002617208615,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PROUD:SOUR","PROUD","SOUR",0.500267505162792,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"REGRET:SOUR","REGRET","SOUR",0.508411098277524,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAD:SOUR","SAD","SOUR",0.447965651665935,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:SOUR","SHAME","SOUR",0.534499887176972,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"SURPRISED:SOUR","SURPRISED","SOUR",0.482510945210946,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"WORRY:SOUR","WORRY","SOUR",0.499909162977926,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MERRY:SOUR","MERRY","SOUR",0.528553456529801,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DESIRE:SOUR","DESIRE","SOUR",0.474482616065664,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOOD:SOUR","GOOD","SOUR",0.60523627019836,4,"emotion_taste","Taste-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"LIKE:SOUR","LIKE","SOUR",0.536869747755883,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"BAD:SOUR","BAD","SOUR",0.575216523304841,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
"WANT:SOUR","WANT","SOUR",0.56471583804811,4,"emotion_taste","Taste-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"TASTY:SOUR","TASTY","SOUR",0.582801954543923,2,"taste","Taste","within",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"TASTE (SOMETHING):SOUR","TASTE (SOMETHING)","SOUR",0.515610478500672,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"SWEET:SOUR","SWEET","SOUR",0.69994402810655,2,"taste","Taste","within",0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
"SALT:SOUR","SALT","SOUR",0.687823189314065,2,"taste","Taste","within",0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"SALTY:SOUR","SALTY","SOUR",0.876331416152365,2,"taste","Taste","within",0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0
"ANGER:BITTER","ANGER","BITTER",0.658160671709589,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"ANXIETY:BITTER","ANXIETY","BITTER",0.564208499885688,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"ENVY:BITTER","ENVY","BITTER",0.58426426235025,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"FEAR (FRIGHT):BITTER","FEAR (FRIGHT)","BITTER",0.550335146962518,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0
"GLOOMY:BITTER","GLOOMY","BITTER",0.495379193022209,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRIEF:BITTER","GRIEF","BITTER",0.666724368087342,4,"emotion_taste","Taste-Emotion","between",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"HAPPY:BITTER","HAPPY","BITTER",0.64555102859344,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"HATE:BITTER","HATE","BITTER",0.712369925479751,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"HOPE:BITTER","HOPE","BITTER",0.480023950721057,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"JOY:BITTER","JOY","BITTER",0.575010449213441,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE:BITTER","LOVE","BITTER",0.551771796458031,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"PITY:BITTER","PITY","BITTER",0.538992292358586,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PROUD:BITTER","PROUD","BITTER",0.494841401561526,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"REGRET:BITTER","REGRET","BITTER",0.564870827923272,4,"emotion_taste","Taste-Emotion","between",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAD:BITTER","SAD","BITTER",0.501281862752963,4,"emotion_taste","Taste-Emotion","between",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SHAME:BITTER","SHAME","BITTER",0.544206901137676,4,"emotion_taste","Taste-Emotion","between",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
